"Trgt_Genes"	"Drug_name"	"Drug_chembl_id"
"PIK3R5"	"ALPELISIB,APITOLISIB,AZD-6482,BGT-226 (CHEMBL3545096),BUPARLISIB,BUPARLISIB HYDROCHLORIDE,COPANLISIB,DACTOLISIB,DS-7423,GEDATOLISIB,GSK-1059615,GSK-2636771,LY-3023414,OMIPALISIB,PA-799,Panulisib,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),PILARALISIB (CHEMBL3360203),Puquitinib,PWT-33587,QUERCETIN,RECILISIB,RG-7666,SF-1126,SONOLISIB,TASELISIB,VOXTALISIB,VS-5584,WX-037,ZSTK-474"	"CHEMBL1079593,CHEMBL1234354,CHEMBL1236962,CHEMBL1684984,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2165191,CHEMBL2219421,CHEMBL2326966,CHEMBL2364604,CHEMBL2387080,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3360203,CHEMBL3544966,CHEMBL3544999,CHEMBL3545006,CHEMBL3545088,CHEMBL3545096,CHEMBL3545248,CHEMBL3545322,CHEMBL3545324,CHEMBL3545366,CHEMBL3545385,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL586701,CHEMBL592445"
"PIK3R6"	"ALPELISIB,APITOLISIB,BUPARLISIB,BUPARLISIB HYDROCHLORIDE,COPANLISIB,DACTOLISIB,GEDATOLISIB,GSK-2636771,OMIPALISIB,PF-04691502,PI-103,PICTILISIB,PILARALISIB (CHEMBL3218575),QUERCETIN,SF-1126,SONOLISIB,VOXTALISIB"	"CHEMBL1234354,CHEMBL1236962,CHEMBL1879463,CHEMBL1922094,CHEMBL2017974,CHEMBL2326966,CHEMBL2364604,CHEMBL2396661,CHEMBL3188551,CHEMBL3218575,CHEMBL3218576,CHEMBL3545366,CHEMBL411907,CHEMBL50,CHEMBL521851,CHEMBL573339,CHEMBL592445"
"PIM1"	"AZD-1208,CHEMBL2030402,ISONICOTINIC ACID,LGH-447,RUBOXISTAURIN,SGI-1776,SILMITASERTIB,SIROLIMUS"	"CHEMBL1203,CHEMBL1230165,CHEMBL1952329,CHEMBL2030402,CHEMBL3545194,CHEMBL3545423,CHEMBL413,CHEMBL91829"
"PIM2"	"AZD-1208,LGH-447,RUBOXISTAURIN,SGI-1776"	"CHEMBL1952329,CHEMBL3545194,CHEMBL3545423,CHEMBL91829"
"PIM3"	"AZD-1208,LGH-447,SGI-1776,VADIMEZAN"	"CHEMBL1952329,CHEMBL3545194,CHEMBL3545423,CHEMBL71263"
"PIP"	"TAMOXIFEN"	"CHEMBL83"
"PIP5K1A"	NA	NA
"PIPSL"	"BORTEZOMIB,CARFILZOMIB"	"CHEMBL325041,CHEMBL451887"
"PKD2L1"	"5-(N-ETHYL-N-ISOPROPYL)AMILORIDE,AMILORIDE,BENZAMIL,cA2,CITRIC ACID,FLUFENAMIC ACID,MALIC ACID,PHENAMIL"	"CHEMBL1261,CHEMBL1455497,CHEMBL2109588,CHEMBL211502,CHEMBL212579,CHEMBL23588,CHEMBL517986,CHEMBL945"
"PKM"	"CHEMBL539934"	"CHEMBL539934"
"PKMYT1"	NA	NA
"PKN1"	"INGENOL MEBUTATE,QUERCETIN,STAUROSPORINE,TOFACITINIB"	"CHEMBL1863513,CHEMBL221959,CHEMBL388978,CHEMBL50"
"PKN2"	"INGENOL MEBUTATE,QUERCETIN,Y-27632"	"CHEMBL1863513,CHEMBL50,CHEMBL559147"
"PKN3"	"QUERCETIN"	"CHEMBL50"
"PLA2G10"	"VARESPLADIB,VARESPLADIB METHYL"	"CHEMBL148674,CHEMBL2105659"
"PLA2G1B"	"AMITRIPTYLINE,CLOBETASOL,CLOCORTOLONE ACETATE,DESONIDE,DESOXIMETASONE,DIFLORASONE,ETOPOSIDE,ETRETINATE,HALOBETASOL PROPIONATE,HYDROCORTAMATE,MILTEFOSINE,MYCOPHENOLIC ACID,NIFLUMIC ACID,PREDNICARBATE,RANITIDINE,STAUROSPORINE"	"CHEMBL1200386,CHEMBL1200908,CHEMBL1201109,CHEMBL1201263,CHEMBL1201362,CHEMBL1201380,CHEMBL125,CHEMBL1766,CHEMBL1790041,CHEMBL2106011,CHEMBL388978,CHEMBL44657,CHEMBL464,CHEMBL629,CHEMBL63323,CHEMBL866"
"PLA2G2A"	"ASCORBATE,CHEMBL1084102,CORTISONE,ETIDRONATE DISODIUM,GENTAMICIN,HEPARIN,L-EFLORNITHINE,MEDRONIC ACID,PHORBOL MYRISTATE ACETATE,PIROXICAM,VARESPLADIB,VARESPLADIB METHYL"	"CHEMBL1084102,CHEMBL111861,CHEMBL1201042,CHEMBL148674,CHEMBL180570,CHEMBL1909300,CHEMBL196,CHEMBL2105659,CHEMBL222838,CHEMBL279115,CHEMBL3039597,CHEMBL527"
"PLA2G2E"	NA	NA
"PLA2G3"	NA	NA
"PLA2G4A"	"FLUNISOLIDE,FLUOCINOLONE ACETONIDE,FLUOCINONIDE,FLUOROMETHOLONE,FLURANDRENOLIDE,FLUTICASONE PROPIONATE,MEDRYSONE"	"CHEMBL1200600,CHEMBL1201012,CHEMBL1201173,CHEMBL1473,CHEMBL1501,CHEMBL1512,CHEMBL989"
"PLA2G5"	"VARESPLADIB,VARESPLADIB METHYL"	"CHEMBL148674,CHEMBL2105659"
"PLA2G6"	"NIFLUMIC ACID"	"CHEMBL63323"
"PLA2G7"	"DARAPLADIB,EPOETIN BETA,RILAPLADIB"	"CHEMBL204021,CHEMBL2104981,CHEMBL2109092"
"PLAT"	"AMINOCAPROIC ACID,ATORVASTATIN,CHEMBL290376,EPOETIN BETA,MELPHALAN,NAPROXEN,RALOXIFENE,TRANEXAMIC ACID,UROKINASE"	"CHEMBL1046,CHEMBL1201420,CHEMBL1487,CHEMBL154,CHEMBL2109092,CHEMBL290376,CHEMBL81,CHEMBL852,CHEMBL877"
"PLAU"	"ALENDRONIC ACID,AMEDIPLASE,ANTIBIOTIC,AZACITIDINE,CALCITRIOL,CARMUSTINE,CELECOXIB,CHEMBL108468,CHEMBL111576,CHEMBL252937,DACARBAZINE,DEXTRAN SULFATE SODIUM,ESTRADIOL,FILGRASTIM,GEFITINIB,GELDANAMYCIN,GONADOTROPIN, CHORIONIC,HERBIMYCIN,HYDROCORTISONE,IONOMYCIN,MEDRONIC ACID,MIFEPRISTONE,NORDIHYDROGUAIARETIC ACID,PAPAVERINE,RAZOXANE,RETINOL,SIROLIMUS,TRICHOSTATIN,UROKINASE,VERAPAMIL,ZOLEDRONIC ACID"	"CHEMBL108468,CHEMBL111576,CHEMBL118,CHEMBL1201420,CHEMBL1201509,CHEMBL1201567,CHEMBL1276308,CHEMBL135,CHEMBL1489,CHEMBL180570,CHEMBL19224,CHEMBL2108361,CHEMBL2108952,CHEMBL252937,CHEMBL278315,CHEMBL389621,CHEMBL413,CHEMBL444186,CHEMBL476,CHEMBL479533,CHEMBL501617,CHEMBL513,CHEMBL52,CHEMBL606111,CHEMBL6966,CHEMBL846,CHEMBL870,CHEMBL924,CHEMBL939,CHEMBL986,CHEMBL99"
"PLAUR"	"FILGRASTIM,INTERFERON GAMA-1B,PHORBOL MYRISTATE ACETATE,UROKINASE"	"CHEMBL1201420,CHEMBL1201564,CHEMBL1201567,CHEMBL279115"
"PLCG2"	"IBRUTINIB"	"CHEMBL1873475"
"PLD1"	"PHORBOL MYRISTATE ACETATE,TAMOXIFEN"	"CHEMBL279115,CHEMBL83"
"PLD2"	"CHEMBL1254577,CHEMBL99951,OLEIC ACID"	"CHEMBL1254577,CHEMBL8659,CHEMBL99951"
"PLG"	"ALTEPLASE,AMEDIPLASE,AMINOCAPROIC ACID,ANISTREPLASE,APROTININ,CHEMBL2016873,CHEMBL35482,COUMARIN,DANAZOL,DEFIBROTIDE SODIUM,DESMOTEPLASE,FIBRINOLYSIN, HUMAN,GARLIC,GENISTEIN,INOSITOL,LEPIRUDIN,NORETHINDRONE,NYSTATIN,OXYMETHOLONE,PENICILLIN G SODIUM,PHORBOL MYRISTATE ACETATE,PREDNISOLONE,RETEPLASE,SOYBEAN OIL,STREPTOKINASE,TENECTEPLASE,TRANEXAMIC ACID,UROKINASE"	"CHEMBL1046,CHEMBL1126,CHEMBL1162,CHEMBL1200585,CHEMBL1201420,CHEMBL1201485,CHEMBL1201505,CHEMBL1201593,CHEMBL1201619,CHEMBL1201666,CHEMBL1222251,CHEMBL131,CHEMBL1479,CHEMBL2016873,CHEMBL2107885,CHEMBL2108147,CHEMBL2108250,CHEMBL2108361,CHEMBL2108463,CHEMBL2108791,CHEMBL2109084,CHEMBL229383,CHEMBL279115,CHEMBL35482,CHEMBL3707226,CHEMBL44,CHEMBL6466,CHEMBL877"
"PLIN3"	"GALSULFASE,IDURSULFASE"	"CHEMBL1201822,CHEMBL1201826"
"PLK1"	"8-AZAGUANINE,BI-2536,Cafusertib,CHEMBL1242101,GSK-461364,GSK-579289A,HMN-214,INOSITOL,MK-1496,NMS-1286937,PYRAZOFURIN,RIGOSERTIB,SAFINAMIDE,TAK-960,VOLASERTIB,WORTMANNIN"	"CHEMBL1094408,CHEMBL1222251,CHEMBL1233528,CHEMBL1241855,CHEMBL1242101,CHEMBL1794070,CHEMBL1908394,CHEMBL2105330,CHEMBL2392545,CHEMBL3545077,CHEMBL3545354,CHEMBL3545431,CHEMBL374107,CHEMBL396778,CHEMBL428496,CHEMBL513909"
"PLK2"	"BI-2536,NMS-1286937"	"CHEMBL1094408,CHEMBL513909"
"PLK3"	"BI-2536,NMS-1286937"	"CHEMBL1094408,CHEMBL513909"
"PLK4"	"AXITINIB,PENTANAL,RG-1530"	"CHEMBL1289926,CHEMBL18602,CHEMBL1980391"
"PLTP"	"SIMVASTATIN,VITAMIN E"	"CHEMBL1064,CHEMBL47"
"PMAIP1"	"BORTEZOMIB"	"CHEMBL325041"
"PMEL"	"HEXAMETHYLENEBISACETAMIDE"	"CHEMBL291481"
"PML"	"ARSENIC,ARSENIC TRIOXIDE,TAZAROTENE,TRETINOIN,VOLASERTIB"	"CHEMBL1200978,CHEMBL1231052,CHEMBL1233528,CHEMBL1657,CHEMBL38"
"PMP22"	"PROGESTERONE"	"CHEMBL103"
"PMS2"	"ATEZOLIZUMAB,IPILIMUMAB,NIVOLUMAB,PEMBROLIZUMAB"	"CHEMBL1789844,CHEMBL2108738,CHEMBL3137343,CHEMBL3707227"
"PMVK"	"DIPHOSPHOMELAVONATE"	"CHEMBL235881"
"PNLIP"	"CETILISTAT,DALBAVANCIN,ORLISTAT,PALIFERMIN"	"CHEMBL1201821,CHEMBL175247,CHEMBL2103825,CHEMBL3301669"
"PNMT"	"CHEMBL38681"	"CHEMBL38681"
"PNP"	"FORODESINE,FORODESINE HYDROCHLORIDE,ULODESINE"	"CHEMBL218291,CHEMBL269864,CHEMBL550755"
"POLA1"	"BRIVUDINE,CLOFARABINE,CYTARABINE,FLUDARABINE,FLUDARABINE PHOSPHATE,GEMCITABINE HYDROCHLORIDE,NELARABINE"	"CHEMBL1096882,CHEMBL1201112,CHEMBL1568,CHEMBL1637,CHEMBL1750,CHEMBL31634,CHEMBL803"
"POLA2"	"DACARBAZINE"	"CHEMBL476"
"POLB"	"CYTARABINE"	"CHEMBL803"
"POLD1"	"CLOFARABINE,CYTARABINE,FLUDARABINE PHOSPHATE,GEMCITABINE HYDROCHLORIDE"	"CHEMBL1096882,CHEMBL1637,CHEMBL1750,CHEMBL803"
"POLE"	"CLOFARABINE,CYTARABINE,FLUDARABINE PHOSPHATE,GEMCITABINE HYDROCHLORIDE,PEMBROLIZUMAB"	"CHEMBL1096882,CHEMBL1637,CHEMBL1750,CHEMBL3137343,CHEMBL803"
"POLG"	"VALPROIC ACID"	"CHEMBL109"
"POSTN"	NA	NA
"POU5F1"	"ALCOHOL"	"CHEMBL545"
"PPA1"	"ALCOHOL"	"CHEMBL545"
"PPARA"	"ALEGLITAZAR,AMPHETAMINE,AVE8134,BEZAFIBRATE,CHEMBL1491825,CHEMBL24458,CHEMBL270960,CHEMBL410478,CHEMBL500272,CHOLINE FENOFIBRATE,CIPROFIBRATE,CLOFIBRATE,CP-778875,DRF-10945,EDAGLITAZONE,FARGLITAZAR,FENOFIBRATE,FENOFIBRIC ACID,GEMFIBROZIL,GSK-9578,GW501516,GW590735,GW7647,ILOPROST,IMIGLITAZAR,INDEGLITAZAR,K-877,LY-510929,LY-518674,MURAGLITAZAR,NAVEGLITAZAR,NETOGLITAZONE,OLEOYLETHANOLAMIDE,PIOGLITAZONE,PIRINIXIC ACID,RAGAGLITAZAR,REGLITAZAR,SODELGLITAZAR,TESAGLITAZAR,ZYH7"	"CHEMBL107367,CHEMBL1201745,CHEMBL1232583,CHEMBL1491825,CHEMBL181954,CHEMBL186179,CHEMBL2104984,CHEMBL2111091,CHEMBL21241,CHEMBL219586,CHEMBL24038,CHEMBL24458,CHEMBL264374,CHEMBL270960,CHEMBL278590,CHEMBL280065,CHEMBL282686,CHEMBL293526,CHEMBL295416,CHEMBL3545093,CHEMBL3545276,CHEMBL3545334,CHEMBL3545394,CHEMBL3545412,CHEMBL38943,CHEMBL405,CHEMBL410478,CHEMBL424133,CHEMBL457,CHEMBL494,CHEMBL500272,CHEMBL519504,CHEMBL557555,CHEMBL565,CHEMBL592054,CHEMBL595,CHEMBL672,CHEMBL77502,CHEMBL93747,CHEMBL981"
"PPARD"	"ALCOHOL,ATORVASTATIN,AVE0847,CER-002,CHEMBL153057,CHEMBL23296,CHEMBL38508,CHEMBL435278,CHEMBL592652,DB959,GSK-9578,GW501516,ICOSAPENT ETHYL,INDEGLITAZAR,KD3010,L-796449,MBX-8025,NETOGLITAZONE,SODELGLITAZAR,TRETINOIN"	"CHEMBL1232583,CHEMBL1487,CHEMBL153057,CHEMBL2095209,CHEMBL2104984,CHEMBL23296,CHEMBL278590,CHEMBL278994,CHEMBL3544958,CHEMBL3545019,CHEMBL3545114,CHEMBL3545176,CHEMBL3545295,CHEMBL38,CHEMBL38508,CHEMBL38943,CHEMBL435278,CHEMBL545,CHEMBL592652,CHEMBL93747"
"PPARG"	"ALEGLITAZAR,ARHALOFENATE,ATx08-001,AVE0847,BALAGLITAZONE,BALSALAZID,BALSALAZIDE DISODIUM,BARDOXOLONE,BARDOXOLONE METHYL,BEXAROTENE,CHEMBL146624,CHEMBL149394,CHEMBL179330,CHEMBL181937,CHEMBL1946409,CHEMBL23296,CHEMBL24458,CHEMBL375270,CHEMBL410478,CHEMBL434063,CHEMBL510698,CHEMBL88496,CIGLITAZONE,CLX-0921,DB959,DICLOFENAC,EDAGLITAZONE,EFATUTAZONE,Efatutazone hydrochloride,ETALOCIB,FARGLITAZAR,GENISTEIN,GSK-9578,GW501516,GW7845,ICOSAPENT ETHYL,IMIGLITAZAR,INDEGLITAZAR,INDOMETHACIN,INT131,L-165461,L-796449,LINOLEIC ACID,LY-510929,MBX-2044,MESALAMINE,METAGLIDASEN,MK-0533,MURAGLITAZAR,NAVEGLITAZAR,NETOGLITAZONE,OLSALAZINE SODIUM,OMS405,ORANTINIB,PIOGLITAZONE,PIOGLITAZONE HYDROCHLORIDE,RAGAGLITAZAR,REGLITAZAR,RESVERATROL,RIVOGLITAZONE,ROSIGLITAZONE,ROSIGLITAZONE MALEATE,SODELGLITAZAR,SULFASALAZINE,TAGITININ A,TESAGLITAZAR,TIROTUNDIN,TREPROSTINIL,TROGLITAZONE"	"CHEMBL1023,CHEMBL106666,CHEMBL107367,CHEMBL1093059,CHEMBL1200760,CHEMBL1201013,CHEMBL1201346,CHEMBL121,CHEMBL1232583,CHEMBL1236924,CHEMBL1237119,CHEMBL139,CHEMBL146624,CHEMBL149394,CHEMBL165,CHEMBL1715,CHEMBL1762621,CHEMBL179330,CHEMBL181937,CHEMBL181954,CHEMBL186179,CHEMBL1946409,CHEMBL2095209,CHEMBL2103824,CHEMBL2103991,CHEMBL2104753,CHEMBL2104984,CHEMBL2111091,CHEMBL23296,CHEMBL24038,CHEMBL24458,CHEMBL267476,CHEMBL274654,CHEMBL278590,CHEMBL278994,CHEMBL279053,CHEMBL282686,CHEMBL293526,CHEMBL329123,CHEMBL3545020,CHEMBL3545176,CHEMBL3545240,CHEMBL3545277,CHEMBL3545278,CHEMBL3545279,CHEMBL3545280,CHEMBL3545295,CHEMBL375270,CHEMBL38943,CHEMBL408,CHEMBL410478,CHEMBL421,CHEMBL434063,CHEMBL44,CHEMBL451321,CHEMBL464453,CHEMBL490029,CHEMBL510698,CHEMBL518700,CHEMBL519504,CHEMBL592054,CHEMBL595,CHEMBL6,CHEMBL7002,CHEMBL704,CHEMBL77502,CHEMBL843,CHEMBL88496,CHEMBL93747"
"PPAT"	"AZATHIOPRINE,AZATHIOPRINE SODIUM,MERCAPTOPURINE HYDRATE"	"CHEMBL1200400,CHEMBL1200751,CHEMBL1542"
"PPIA"	"CHEMBL1269597,CYCLOSPORINE,L-PROLINE,VOCLOSPORIN"	"CHEMBL1269597,CHEMBL160,CHEMBL2218919,CHEMBL54922"
"PPIB"	"CYCLOSPORINE,L-PROLINE"	"CHEMBL160,CHEMBL54922"
"PPID"	"CHEMBL1269597"	"CHEMBL1269597"
"PPME1"	NA	NA
"PPP1R1A"	NA	NA
"PPP1R1B"	"FLUOXETINE,ITI-007 (CHEMBL3545044)"	"CHEMBL3545044,CHEMBL41"
"PPP3CA"	"VOCLOSPORIN"	"CHEMBL2218919"
"PPP3CB"	"VOCLOSPORIN"	"CHEMBL2218919"
"PPP3CC"	"VOCLOSPORIN"	"CHEMBL2218919"
"PPP3R2"	"CYCLOSPORINE"	"CHEMBL160"
"PPT1"	"LAMOTRIGINE"	"CHEMBL741"
"PPY"	"CISAPRIDE,CORTISONE,ONDANSETRON"	"CHEMBL111861,CHEMBL1729,CHEMBL46"
"PRCP"	NA	NA
"PRDX1"	"HYDROGEN PEROXIDE"	"CHEMBL71595"
"PREP"	"CHEMBL1086968,STREPTOZOTOCIN"	"CHEMBL1086968,CHEMBL1651906"
"PRF1"	NA	NA
"PRIM1"	"CORDYCEPIN"	"CHEMBL305686"
"PRKAA1"	"EHNA,METFORMIN HYDROCHLORIDE,PENTOSTATIN,PHENFORMIN,PHORBOL MYRISTATE ACETATE,SIROLIMUS,STREPTOZOTOCIN,THYROXINE"	"CHEMBL1580,CHEMBL1651906,CHEMBL1703,CHEMBL170988,CHEMBL279115,CHEMBL413,CHEMBL42115,CHEMBL50378"
"PRKAA2"	"METFORMIN HYDROCHLORIDE"	"CHEMBL1703"
"PRKAB1"	"METFORMIN,METFORMIN HYDROCHLORIDE,PROGESTERONE,PROPYLTHIOURACIL,WORTMANNIN"	"CHEMBL103,CHEMBL1431,CHEMBL1518,CHEMBL1703,CHEMBL428496"
"PRKAB2"	NA	NA
"PRKACA"	"CHEMBL104264,GSK-690693"	"CHEMBL104264,CHEMBL494089"
"PRKACB"	"GSK-690693,STAUROSPORINE"	"CHEMBL388978,CHEMBL494089"
"PRKACG"	"GSK-690693"	"CHEMBL494089"
"PRKAR2B"	"BX-795,CHELERYTHRINE,CYCLIC ADENOSINE MONOPHOSPHATE,METHYL NONYL KETONE,THEOPHYLLINE"	"CHEMBL1236582,CHEMBL13045,CHEMBL190,CHEMBL316966,CHEMBL577784"
"PRKCA"	"(7S)-HYDROXYL-STAUROSPORINE,APRINOCARSEN SODIUM,BALANOL,BRYOSTATIN,CEP-2563,CHEMBL1236539,ENZASTAURIN,GO-6976,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,RUBOXISTAURIN,SEBACIC ACID,SOTRASTAURIN,SOTRASTAURIN ACETATE"	"CHEMBL1232164,CHEMBL1236539,CHEMBL1863513,CHEMBL2105655,CHEMBL2108985,CHEMBL300138,CHEMBL302449,CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533,CHEMBL91829"
"PRKCB"	"(7S)-HYDROXYL-STAUROSPORINE,BALANOL,BRYOSTATIN,CEP-2563,CHEMBL1236539,CHEMBL297784,CHEMBL366266,ENZASTAURIN,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,RO-316233,RUBOXISTAURIN,SEBACIC ACID,SOTRASTAURIN,SOTRASTAURIN ACETATE"	"CHEMBL1232164,CHEMBL1236539,CHEMBL1863513,CHEMBL2105655,CHEMBL266487,CHEMBL297784,CHEMBL300138,CHEMBL3545332,CHEMBL366266,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533,CHEMBL91829"
"PRKCD"	"(7S)-HYDROXYL-STAUROSPORINE,ALCOHOL,BALANOL,BRYOSTATIN,CEP-2563,CHEMBL1236539,DELCASERTIB,ENZASTAURIN,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,RUBOXISTAURIN,SEBACIC ACID,SOTRASTAURIN"	"CHEMBL1232164,CHEMBL1236539,CHEMBL1863513,CHEMBL2107872,CHEMBL300138,CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL545,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533,CHEMBL91829"
"PRKCE"	"(7S)-HYDROXYL-STAUROSPORINE,BALANOL,BRYOSTATIN,CEP-2563,CHELERYTHRINE,CHEMBL1236539,ENZASTAURIN,GSK-690693,INGENOL MEBUTATE,MEPROBAMATE,MIDOSTAURIN,QUERCETIN,SOTRASTAURIN,Y-27632"	"CHEMBL1236539,CHEMBL13045,CHEMBL1863513,CHEMBL300138,CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL559147,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533,CHEMBL979"
"PRKCG"	"(7S)-HYDROXYL-STAUROSPORINE,BALANOL,BRYOSTATIN,CEP-2563,CHEMBL1236539,ENZASTAURIN,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,RUBOXISTAURIN,SEBACIC ACID,SOTRASTAURIN"	"CHEMBL1232164,CHEMBL1236539,CHEMBL1863513,CHEMBL300138,CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533,CHEMBL91829"
"PRKCH"	"(7S)-HYDROXYL-STAUROSPORINE,BALANOL,BRYOSTATIN,CEP-2563,GSK-690693,IMATINIB,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,SOTRASTAURIN,TRAMETINIB"	"CHEMBL1863513,CHEMBL2103875,CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533,CHEMBL941"
"PRKCI"	"(7S)-HYDROXYL-STAUROSPORINE,CEP-2563,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,SOTRASTAURIN,STAUROSPORINE"	"CHEMBL1863513,CHEMBL3545332,CHEMBL388978,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL608533"
"PRKCQ"	"(7S)-HYDROXYL-STAUROSPORINE,BRYOSTATIN,CEP-2563,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,SOTRASTAURIN,SOTRASTAURIN ACETATE,TICLOPIDINE"	"CHEMBL1863513,CHEMBL2105655,CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL608533,CHEMBL833"
"PRKCZ"	"(7S)-HYDROXYL-STAUROSPORINE,ARACHIDONIC ACID,BALANOL,CEP-2563,GSK-690693,INGENOL MEBUTATE,MIDOSTAURIN,QUERCETIN,SEBACIC ACID,SOTRASTAURIN"	"CHEMBL1232164,CHEMBL15594,CHEMBL1863513,CHEMBL3545332,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL60254,CHEMBL608533"
"PRKD1"	"(7S)-HYDROXYL-STAUROSPORINE,BRYOSTATIN,CEP-2563,GO-6976,GSK-690693,MIDOSTAURIN,QUERCETIN,RESVERATROL,SOTRASTAURIN,VASOPRESSIN"	"CHEMBL165,CHEMBL302449,CHEMBL3545332,CHEMBL373742,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL608533"
"PRKD2"	"BRYOSTATIN,QUERCETIN"	"CHEMBL449158,CHEMBL50"
"PRKD3"	"(7S)-HYDROXYL-STAUROSPORINE,BRYOSTATIN,CEP-2563,GSK-690693,MIDOSTAURIN,QUERCETIN,SOTRASTAURIN"	"CHEMBL3545332,CHEMBL449158,CHEMBL494089,CHEMBL50,CHEMBL565612,CHEMBL574737,CHEMBL608533"
"PRKDC"	"CC-115,CHEMBL1081312,CHEMBL1086377,CHEMBL188678,PI-103,SF-1126,WORTMANNIN"	"CHEMBL1081312,CHEMBL1086377,CHEMBL188678,CHEMBL2326966,CHEMBL3545426,CHEMBL428496,CHEMBL573339"
"PRKG1"	"GSK-690693,IPATASERTIB"	"CHEMBL2177390,CHEMBL494089"
"PRKG2"	NA	NA
"PRKX"	"GSK-690693"	"CHEMBL494089"
"PRL"	"AMITRIPTYLINE,ASCORBATE,BACITRACIN,BENZNIDAZOLE,BETAMETHASONE,BEVACIZUMAB,BUPROPION,BUPROPION HYDROCHLORIDE,BUSPIRONE,CALCIUM GLUCONATE,CARBAMAZEPINE,CISPLATIN (CHEMBL2068237),CLOMIPHENE,CLONIDINE,CLOZAPINE,CYPROHEPTADINE HYDROCHLORIDE,DEXAMETHASONE ACETATE,DICLOFENAC,ESTRADIOL BENZOATE,ETHINYL ESTRADIOL,FLUOXYMESTERONE,FLURAZEPAM,GENISTEIN,GONADOTROPIN, CHORIONIC,GOSSYPOL,ISOSORBIDE DINITRATE,LOVASTATIN,MANNITOL,MELATONIN,METHYLPHENIDATE,NALOXONE,NICARDIPINE,NILUTAMIDE,NORETHINDRONE,PHENOBARBITAL,PHENOTHIAZINE,PHORBOL MYRISTATE ACETATE,PILOCARPINE,PROMETHAZINE,PROPYLTHIOURACIL,RALOXIFENE HYDROCHLORIDE,RIZATRIPTAN,TEMOZOLOMIDE,TESTOLACTONE,TRETINOIN,ZIDOVUDINE"	"CHEMBL108,CHEMBL110,CHEMBL1116,CHEMBL1162,CHEMBL1200558,CHEMBL1201509,CHEMBL1201583,CHEMBL1274,CHEMBL129,CHEMBL134,CHEMBL139,CHEMBL1445,CHEMBL1484,CHEMBL1518,CHEMBL1571,CHEMBL1651,CHEMBL1698,CHEMBL1716,CHEMBL196,CHEMBL2068237,CHEMBL2106119,CHEMBL2355051,CHEMBL279115,CHEMBL282575,CHEMBL38,CHEMBL40,CHEMBL42,CHEMBL44,CHEMBL45,CHEMBL49,CHEMBL503,CHEMBL51483,CHEMBL550,CHEMBL629,CHEMBL632,CHEMBL643,CHEMBL6622,CHEMBL689,CHEMBL691,CHEMBL796,CHEMBL80,CHEMBL810,CHEMBL828,CHEMBL894,CHEMBL905,CHEMBL968"
"PRLHR"	"CHEMBL429731,NAPHTHALENE"	"CHEMBL16293,CHEMBL429731"
"PRLR"	"CHEMBL1735158,PRAZOSIN,SOMATROPIN,STANOLONE"	"CHEMBL1201621,CHEMBL1735158,CHEMBL2,CHEMBL27769"
"PRMT1"	"PREGNENOLONE,PSEUDOEPHEDRINE"	"CHEMBL1590,CHEMBL253363"
"PRMT3"	"CHEMBL2325441,PREGNENOLONE"	"CHEMBL2325441,CHEMBL253363"
"PRMT5"	"AMBENONIUM CHLORIDE,SULFOXONE SODIUM"	"CHEMBL1200541,CHEMBL1200580"
"PRMT6"	"PREGNENOLONE"	"CHEMBL253363"
"PRMT7"	NA	NA
